"Week_ending_Friday","Week_number","Status","Dubai_crude_USD.p.bbl","NZ_US_exrate","Dubai_crude_NZD.p.bbl","Diesel_importer_cost_NZc.p.l","Diesel_ETS_NZc.p.l","Diesel_GST_NZc.p.l","Diesel_taxes_NZc.p.l","Diesel_price_excl_taxes_NZc.p.l","Diesel_main_port_price_NZc.p.l","Diesel_discounted_retail_price_NZc.p.l","Diesel_importer_margin_NZc.p.l","Diesel_margin_trend_NZc.p.l","Regular_Petrol_importer_cost_NZc.p.l","Regular_Petrol_ETS_NZc.p.l","Regular_Petrol_GST_NZc.p.l","Regular_Petrol_taxes_NZc.p.l","Regular_Petrol_price_excl_taxes_NZc.p.l","Regular_Petrol_main_port_price_NZc.p.l","Regular_Petrol_discounted_retail_price_NZc.p.l","Regular_Petrol_importer_margin_NZc.p.l","Regular_Petrol_margin_trend_NZc.p.l","Diesel_main_port_price_excl_taxes_NZc.p.l"
2017-05-26,"2017w21","Final",52.06,0.70038,74.3310774151175,61.5241104186226,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,36.1928148561027,35.8516383605219,64.3127976279971,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,28.5366885162934,28.8973414672618,111.137852173913
2017-06-02,"2017w22","Final",49.32,0.70666,69.7931112557666,58.5521498729435,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,39.1647754017818,35.7945688594201,62.084122270394,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,30.7653638738965,28.8939439397011,111.137852173913
2017-06-09,"2017w23","Final",47.27,0.71845,65.7944185399123,55.4157076385669,3.0278,15.1912087912088,15.7212087912088,97.7169252747253,131.9,116.465934065934,42.3012176361584,35.7374993583184,58.8859776937304,2.6195,24.4129479216436,91.6969479216436,92.8494861442905,201.9,187.165934065934,33.9635084505601,28.8905464121404,111.137852173913
2017-06-16,"2017w24","Final",46.18,0.72174,63.9842602599274,54.8086933268654,3.0278,14.3154323936933,14.8454323936933,91.8784159579551,125.185714285714,109.751648351648,37.0697226310897,35.6804298572166,56.4736964747047,2.6195,23.537171524128,90.821171524128,87.0109768275203,195.185714285714,180.451648351648,30.5372803528156,28.8871488845798,105.299342857143
2017-06-23,"2017w25","Final",44.56,0.7252,61.4451185879757,53.4805937543522,3.0278,13.3278547539417,13.8578547539417,85.2945650262781,117.614285714286,102.18021978022,31.8139712719258,35.6233603561148,54.8126717944776,2.6195,22.5495938843765,89.8335938843765,80.4271258958433,187.614285714286,172.88021978022,25.6144541013657,28.8837513570191,98.7154919254658
2017-06-30,"2017w26","Final",46.15,0.73016,63.2053248603046,54.5259752325317,3.0278,13.1494321503503,13.6794321503503,84.1050810023355,115.9,100.812313152686,29.5791057698038,35.566290855013,55.6042230594243,2.6195,22.4131372543201,89.6971372543201,79.5174150288005,185.9,171.834052283121,23.9131919693762,28.8803538294585,97.2248086956522
2017-07-07,"2017w27","Final",47.46,0.7287,65.1296829971182,57.318661537571,3.0278,13.262381852552,13.892381852552,84.7580790170132,115.9,101.678260869565,27.4394174794422,35.5000214489731,57.1299675381047,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,24.6398783976231,28.8838140141548,97.1248086956522
2017-07-14,"2017w28","Final",46.55,0.72648,64.076092941306,55.8362701615652,3.0278,13.262381852552,13.892381852552,84.7580790170132,115.9,101.678260869565,28.9218088554481,35.4337520429331,56.7282948305862,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,25.0415511051416,28.8872741988512,97.1248086956522
2017-07-21,"2017w29","Final",47.7,0.73482,64.913856454642,56.6108283654286,3.0278,13.5232514177694,14.1532514177694,86.4972094517958,117.9,103.678260869565,29.8863810863672,35.3674826368932,58.2267898684747,2.6195,22.6310018903592,89.1150018903592,81.7698459357278,185.9,173.504347826087,23.5430560672531,28.8907343835475,98.8639391304348
2017-07-28,"2017w30","Final",48.99,0.74642,65.6332895688754,56.9357745302281,3.0278,13.7841209829868,14.4141209829868,88.2363398865784,119.9,105.678260869565,31.3005653563503,35.3012132308533,57.7701483372719,2.6195,22.8918714555766,89.3758714555766,83.5089763705104,187.9,175.504347826087,25.7388280332385,28.8941945682439,100.603069565217
2017-08-04,"2017w31","Final",50.73,0.7459,68.0117978281271,59.1296887414605,3.0278,14.2313259519309,14.8613259519309,91.2177063462058,123.328571428571,109.106832298137,32.0880176047453,35.2349438248134,60.5360482453314,2.6195,23.3390764245207,89.8230764245207,86.4903428301377,191.328571428571,178.932919254658,25.9542945848064,28.8976547529403,103.584436024845
2017-08-11,"2017w32","Final",50.71,0.7335,69.134287661895,59.6244995323074,3.0278,14.734431541993,15.364431541993,94.5717436132865,127.185714285714,112.96397515528,34.9472440809791,35.1686744187734,62.5634796712578,2.6195,23.8421820145828,90.3261820145828,89.8443800972185,195.185714285714,182.790062111801,27.2809004259606,28.9011149376366,106.938473291925
2017-08-18,"2017w33","Final",49.31,0.7293,67.6127793774853,58.9608375976942,3.0278,14.958034026465,15.588034026465,96.0624268431002,128.9,114.678260869565,37.101589245406,35.1024050127335,62.7773128165162,2.6195,24.0657844990548,90.5497844990548,91.3350633270321,196.9,184.504347826087,28.557750510516,28.904575122333,108.429156521739
2017-08-25,"2017w34","Final",50.2,0.7261,69.1364825781573,59.7292646778444,3.0278,14.958034026465,15.588034026465,96.0624268431002,128.9,114.678260869565,36.3331621652558,35.0361356066936,63.6737032952199,2.6195,24.2148528220362,90.6988528220362,92.3288521469079,198.042857142857,185.647204968944,28.655148851688,28.9080353070293,108.429156521739
2017-09-01,"2017w35","Final",50.36,0.7221,69.7410330979089,61.0561847243925,3.0278,15.2375371320551,15.8675371320551,97.9257808803673,131.042857142857,116.821118012422,36.8695961559748,34.9532966206951,65.2865362136976,2.6195,24.6061571698623,91.0901571698623,94.9375477990818,201.042857142857,188.647204968944,29.6510115853842,28.8951625268575,110.292510559006
2017-09-08,"2017w36","Final",52.36,0.72108,72.613302268819,64.2728469439653,3.23924,15.6288414798812,16.2588414798812,100.323036532541,134.042857142857,119.821118012422,36.0501895885758,34.8704576346966,66.6005873033594,2.80246,24.9974615176884,91.4814615176884,97.3632834512557,204.042857142857,191.647204968944,30.7626961478963,28.8822897466857,112.68976621118
2017-09-15,"2017w37","Final",53.49,0.72472,73.8078154321669,64.2165446307341,3.2921,15.7406427221172,16.3706427221172,101.015518147448,134.9,120.678260869565,36.7989735167139,34.7876186486981,66.6162917849269,2.8482,25.1092627599244,91.5932627599244,98.0628850661626,204.9,192.504347826087,31.4465932812356,28.8694169665138,113.382247826087
2017-09-22,"2017w38","Final",54.4,0.73062,74.4573102296679,64.7248385869311,3.2921,15.7406427221172,16.3706427221172,101.015518147448,134.9,120.678260869565,36.2906795605169,34.7047796626995,65.9724912535908,2.8482,25.1092627599244,91.5932627599244,98.0628850661626,204.9,192.504347826087,32.0903938125718,28.856544186342,113.382247826087
2017-09-29,"2017w39","Final",55.73,0.72352,77.0262052189297,66.954193535357,3.2921,15.66343505266,16.29343505266,100.500800351067,134.9,120.086335403727,33.5466068157097,34.621940676701,66.8713275816727,2.8482,25.058061031596,91.542061031596,97.72154021064,204.9,192.111801242236,30.8502126289673,28.8436714061701,113.382247826087
2017-10-06,"2017w40","Final",54.42,0.71688,75.912286575159,66.056236205551,3.2921,15.3678908992709,15.9978908992709,98.5305059951391,136.185714285714,117.82049689441,32.4742697895881,34.5391016907025,65.741097976996,2.8482,24.7508506616257,91.2348506616257,95.6734710775047,204.9,189.75652173913,29.9323731005087,28.8307986259983,114.500260248447
2017-10-13,"2017w41","Final",54.51,0.7093,76.850415903003,66.1639388072749,3.2921,15.4051579800162,16.0351579800162,98.778953200108,136.471428571429,118.106211180124,32.6150143928331,34.456262704704,66.4929110919684,2.8482,24.564515257899,91.048515257899,94.43123505266,203.471428571429,188.327950310559,27.9383239606916,28.8179258458265,114.748707453416
2017-10-20,"2017w42","Final",55.76,0.71398,78.0974256981988,66.4095687819332,3.2921,15.3306238185255,15.9606238185255,98.2820587901701,135.9,117.534782608696,31.8724900082369,34.3734237187055,67.4384668303303,2.8482,24.4899810964083,90.9739810964083,93.9343406427221,202.9,187.75652173913,26.4958738123919,28.8050530656546,114.251813043478
2017-10-27,"2017w43","Final",56.57,0.689625,82.0300888163857,68.9641798843759,3.2921,15.3306238185255,15.9606238185255,98.2820587901701,135.9,117.534782608696,29.3178789057943,34.2988149810418,69.7688897738891,2.8482,24.4899810964083,90.9739810964083,93.9343406427221,202.9,187.75652173913,24.165450868833,28.7974168713079,114.251813043478
2017-11-03,"2017w44","Final",58.73,0.68872,85.2741317226159,70.6588123693525,3.2921,16.094598973805,16.724598973805,103.375226492034,141.757142857143,123.391925465839,32.716414122681,34.2242062433782,72.5207339699656,2.8482,25.1235214690791,91.6075214690791,98.1579431271942,207.757142857143,192.613664596273,25.6372091572286,28.7897806769612,119.344980745342
2017-11-10,"2017w45","Final",61.84,0.69314,89.2171855613585,72.0105109278015,3.2921,16.6536051849851,17.2836051849851,107.101934566568,146.042857142857,127.677639751553,35.0914236387661,34.1495975057145,75.0140145239137,2.8482,25.6825276802593,92.1665276802593,101.884651201728,212.042857142857,196.899378881988,26.8706366778147,28.7821444826145,123.071688819876
2017-11-17,"2017w46","Final",60.46,0.68832,87.8370525337052,72.423180392145,3.2921,16.7654064272212,17.3954064272212,107.847276181474,146.9,128.534782608696,35.4240957893295,34.0749887680509,74.232528482645,2.8482,25.7943289224953,92.2783289224953,102.629992816635,212.9,197.75652173913,28.3974643339902,28.7745082882678,123.817030434783
2017-11-24,"2017w47","Final",60.73,0.6844,88.7346580946815,74.2662641731792,3.2921,16.7654064272212,17.3954064272212,107.847276181474,146.9,128.534782608696,33.5810120082953,34.0003800303872,75.125146361568,2.8482,25.7943289224953,92.2783289224953,102.629992816635,212.9,197.75652173913,27.5048464550672,28.7668720939211,123.817030434783
2017-12-01,"2017w48","Final",61.07,0.68716,88.8730426683742,73.298569396329,3.2921,17.0262759924386,17.6562759924386,109.586406616257,148.9,130.534782608696,36.2878372199281,33.9257712927236,75.0963022794492,2.8482,26.0551984877127,92.5391984877127,104.369123251418,214.9,199.75652173913,29.2728209719686,28.7592358995744,125.556160869565
2017-12-08,"2017w49","Final",60.2,0.68672,87.6630941286114,72.7779813814538,3.5057,17.0262759924386,17.6562759924386,109.372806616257,148.9,130.534782608696,36.5948252348033,33.8511625550599,73.9525180609169,3.033,26.0551984877127,92.5391984877127,104.184323251418,214.9,199.75652173913,30.2318051905009,28.7515997052277,125.342560869565
2017-12-15,"2017w50","Final",60.83,0.69438,87.6033295889859,73.3882181757044,3.5591,16.6536051849851,17.2836051849851,106.834934566568,146.042857142857,127.677639751553,33.4467163908633,33.7765538173963,73.7735750630056,3.0792,25.6825276802593,92.1665276802593,101.653651201728,212.042857142857,196.899378881988,27.8800761387228,28.7439635108811,122.804688819876
2017-12-22,"2017w51","Final",61.71,0.70012,88.1420327943781,73.1173158957137,3.5591,16.5045368620038,17.1345368620038,105.841145746692,144.9,126.534782608696,32.7238298509782,33.7306080654597,72.5265371306342,3.0792,25.5334593572779,92.0174593572779,100.659862381853,210.9,195.75652173913,28.1333252512184,28.7537838148497,121.8109
2017-12-29,"2017w52","Final",63.215,0.706866666666667,89.4298783363199,74.0639071743056,3.5591,16.5045368620038,17.1345368620038,105.841145746692,144.9,126.534782608696,31.7772385723863,33.6846623135231,72.2525572211115,3.0792,25.5334593572779,92.0174593572779,100.659862381853,210.9,195.75652173913,28.4073051607411,28.7636041188184,121.8109
2018-01-05,"2018w01","Final",64.72,0.711166666666667,91.0053902038903,76.1183123861275,4.6725,17.1739130434783,17.8039130434783,109.190253623188,144.9,131.666666666667,33.0719412370609,33.6387165615865,73.1369573477822,4.0425,26.2492753623188,92.7332753623188,104.468669082126,210.9,201.244444444444,31.3317117343434,28.7734244227871,120.6975
2018-01-12,"2018w02","Final",66.1,0.71948,91.8719074887419,75.8165906915351,4.6725,17.3416149068323,17.9716149068323,110.308266045549,146.185714285714,132.952380952381,34.4916753540136,33.5927708096499,73.6024091057688,4.0425,26.3610766045549,92.8450766045549,105.214010697032,211.757142857143,202.101587301587,31.6116015912636,28.7832447267558,121.81551242236
2018-01-19,"2018w03","Final",66.42,0.72772,91.2713681086132,75.6279127131532,4.6725,17.5652173913044,18.1952173913044,111.798949275362,147.9,134.666666666667,36.1710365622091,33.5468250577133,73.4324326880282,4.0425,26.5101449275362,92.9941449275362,106.207799516908,212.9,203.244444444444,32.77536682888,28.7930650307245,123.306195652174
2018-01-26,"2018w04","Final",67.2,0.73284,91.6980514164074,75.860597099701,4.6725,17.5652173913044,18.1952173913044,111.798949275362,147.9,134.666666666667,35.9383521756613,33.5008793057767,73.8957550867389,4.0425,26.5101449275362,92.9941449275362,106.207799516908,212.9,203.244444444444,32.3120444301693,28.8028853346932,123.306195652174
2018-02-02,"2018w05","Final",65.93,0.73546,89.644576183613,75.7814061020527,4.6725,17.5652173913044,18.1952173913044,111.798949275362,147.9,134.666666666667,36.0175431733096,33.4549335538401,74.9541220355856,4.0425,26.5101449275362,92.9941449275362,106.207799516908,212.9,203.244444444444,31.2536774813226,28.8127056386619,123.306195652174
2018-02-09,"2018w06","Final",62.75,0.7266,86.3611340489953,73.2608816201123,4.6725,17.4534161490683,18.0834161490683,111.053607660455,147.042857142857,133.809523809524,37.7927260403432,33.4089878019035,73.1943590607826,4.0425,26.3983436853002,92.8823436853002,105.462457902001,212.042857142857,202.387301587302,32.2680988412188,28.8225259426306,122.560854037267
2018-02-16,"2018w07","Final",59.84,0.731,81.8604651162791,69.1620096149324,4.6725,17.0062111801242,17.6362111801242,108.072241200828,143.614285714286,130.380952380952,38.9102315858958,33.410438698653,69.3462632346214,4.0425,25.9511387163561,92.4351387163561,102.481091442374,208.614285714286,198.95873015873,33.1348282077527,28.8733882233147,119.57948757764
2018-02-23,"2018w08","Final",62.52,0.73488,85.0751143043762,70.6040295717305,4.6725,16.7826086956522,17.4126086956522,106.581557971015,141.9,128.666666666667,35.977528399284,33.4118895954026,70.0443895148986,4.0425,25.7275362318841,92.2115362318841,100.99040821256,206.9,197.244444444444,30.9460186976618,28.9242505039989,118.088804347826
2018-03-02,"2018w09","Final",62.12,0.72562,85.6095476971417,72.3789281404784,4.6725,16.7826086956522,17.4126086956522,106.581557971015,141.9,128.666666666667,34.2026298305361,33.4133404921522,72.0425801844022,4.0425,25.7275362318841,92.2115362318841,100.99040821256,206.9,197.244444444444,28.9478280281582,28.9751127846831,118.088804347826
2018-03-09,"2018w10","Final",61.6,0.7258,84.8718655276936,71.1059982724342,4.6725,16.7826086956522,17.4126086956522,106.581557971015,141.9,128.666666666667,35.4755596985803,33.4147913889018,70.9586177803535,4.0425,25.7275362318841,92.2115362318841,100.99040821256,206.9,197.244444444444,30.0317904322068,29.0259750653672,118.088804347826
2018-03-16,"2018w11","Final",61.5,0.7303,84.2119676845132,71.2913118180588,4.6725,16.7826086956522,17.4126086956522,106.581557971015,141.9,128.666666666667,35.2902461529557,33.4162422856513,70.4503120517079,4.0425,25.7275362318841,92.2115362318841,100.99040821256,206.9,197.244444444444,30.5400961608525,29.0768373460514,118.088804347826
2018-03-23,"2018w12","Final",64.74,0.72212,89.6526893037168,74.5178253196458,4.6725,16.7826086956522,17.4126086956522,106.581557971015,141.9,128.666666666667,32.0637326513687,33.4176931824009,74.0582699225585,4.0425,25.7275362318841,92.2115362318841,100.99040821256,206.9,197.244444444444,26.9321382900019,29.1276996267355,118.088804347826
2018-03-30,"2018w13","Final",64.82,0.725475,89.3483579723629,74.9036868530761,4.6725,16.9431301617637,17.5731301617637,107.651701078425,143.9,129.897331240188,32.7480142253486,33.4191440791505,74.0673905036462,4.0425,25.8970513958092,92.3810513958092,102.120509305394,208.9,198.544060701204,28.0531188017483,29.1785619074197,119.827934782609
2018-04-06,"2018w14","Final",64.9,0.72635,89.350863908584,75.2277846179158,4.6725,16.3410415671285,16.9710415671285,103.63777711419,143.9,125.281318681319,28.4099924962744,33.4205949759,74.1774080832933,4.0425,25.3489249880554,91.8329249880554,98.4663332537028,208.9,194.341758241758,24.2889251704095,29.2294241881038,119.827934782609
2018-04-13,"2018w15","Final",68.17,0.7341,92.862007900831,75.978916850293,4.6725,16.5646440516006,17.1946440516006,105.128460344004,145.614285714286,126.995604395604,29.1495434937108,33.4839259107677,74.6676764285265,4.0425,25.5725274725275,92.0565274725275,99.9570164835165,210.614285714286,196.056043956044,25.28934005499,29.3167980416251,121.318618012422
2018-04-20,"2018w16","Final",69.53,0.73212,94.9707698191553,77.562745791592,4.6725,16.7323459149546,17.3623459149546,106.246472766364,146.9,128.281318681319,28.683726974772,33.5472568456354,75.4624082178478,4.0425,25.7402293358815,92.2242293358815,101.075028905877,211.9,197.341758241758,25.6126206880289,29.4041718951464,122.436630434783
2018-04-27,"2018w17","Final",70.72,0.7116,99.3816750983699,81.164492546383,4.6725,17.5149546106068,18.1449546106068,111.463864070712,152.9,134.281318681319,30.2993715243288,33.6105877805031,79.4738673566005,4.0425,26.5228380315337,93.0068380315337,106.292420210225,217.9,203.341758241758,26.818552853624,29.4915457486677,127.65402173913
2018-05-04,"2018w18","Final",70.68,0.7036,100.454803865833,81.8668450668356,4.6725,17.5149546106068,18.1449546106068,111.463864070712,152.9,134.281318681319,29.5970190038763,33.6739187153708,79.636745208603,4.0425,26.5228380315337,93.0068380315337,106.292420210225,217.9,203.341758241758,26.6556750016216,29.5789196021889,127.65402173913
2018-05-11,"2018w19","Final",73.32,0.69782,105.070075377605,85.3143734579981,4.6725,17.9994266602962,18.6294266602962,114.693677735308,156.614285714286,137.995604395604,29.3793042773101,33.7372496502385,82.6069511671222,4.0425,27.0073100812231,93.4913100812231,109.522233874821,221.614285714286,207.056043956044,26.9152827076986,29.6662934557102,130.883835403727
2018-05-18,"2018w20","Final",75.86,0.69098,109.786100900171,88.3738417676911,4.6725,18.7261347348304,19.3561347348304,119.538398232203,162.185714285714,143.567032967033,31.1645564645114,33.8005805851062,87.0005383428248,4.0425,27.7899187768753,94.2739187768753,114.739625179169,227.614285714286,213.056043956044,27.7390868363439,29.7536673092315,135.728555900621
2018-05-25,"2018w21","Final",76.22,0.69234,110.090418002715,88.8503748520562,4.6725,19.0801720019111,19.7101720019111,121.898646679408,164.9,146.281318681319,33.0482718273514,33.8639115199739,88.2021070472297,4.0425,28.088055422838,94.572055422838,116.72720281892,229.9,215.341758241758,28.5250957716905,29.8410411627528,138.088804347826
2018-06-01,"2018w22","Final",75.09,0.69528,107.999654815326,85.8603747061461,4.6725,19.0801720019111,19.7101720019111,121.898646679408,164.9,146.281318681319,36.0382719732615,33.9272424548415,84.5227961591699,4.0425,28.088055422838,94.572055422838,116.72720281892,229.9,215.341758241758,32.2044066597503,29.928415016274,138.088804347826
2018-06-08,"2018w23","Final",73.4,0.7034,104.3502985499,83.4100245405602,4.6725,18.7820353559484,19.4120353559484,119.911069039656,162.614285714286,143.995604395604,36.5010444990958,34.0238187462358,81.8703894910415,4.0425,27.5290492116579,94.0130492116579,113.000494744386,225.614285714286,211.056043956044,31.1301052533445,29.9898312890462,136.101226708075
2018-06-15,"2018w24","Final",74.14,0.70088,105.781303504166,83.7152916367119,4.6725,18.5584328714764,19.1884328714764,118.420385809842,160.9,142.281318681319,34.7050941731304,34.12039503763,81.3395235851674,4.0425,27.3054467271859,93.7894467271859,111.509811514572,223.9,209.341758241758,30.170287929405,30.0512475618184,134.610543478261
2018-06-22,"2018w25","Final",71.94,0.68992,104.272959183673,82.3274766283384,4.6725,18.409364548495,19.039364548495,117.426596989967,159.757142857143,141.138461538462,35.0991203616282,34.2169713290243,79.0450474896906,4.0425,27.1563784042045,93.6403784042045,110.516022694697,222.757142857143,208.198901098901,31.470975205006,30.1126638345906,133.616754658385
2018-06-29,"2018w26","Final",74.55,0.68264,109.208367514356,84.5226359445431,4.6725,18.3047977137634,18.9347977137634,116.729484758423,158.9,140.336782472186,32.2068488138797,34.3135476204185,81.3623711238109,4.0425,27.0949898493351,93.5789898493351,110.106765662234,222.0902,207.728255511569,28.7443945384231,30.1740801073627,132.871413043478
2018-07-06,"2018w27","Final",74.59,0.6761,110.323916580388,86.9859381221865,4.6725,18.3482041587902,22.4482041587902,113.548861058601,158.9,140.669565217391,26.5629229364146,34.4101239118128,83.5025529850526,4.0425,27.397465973535,97.351465973535,108.6532731569,223.2314,210.047239130435,25.1507201718472,30.2354963801349,129.401413043478
2018-07-13,"2018w28","Final",73.9,0.68078,108.551955110315,85.8634137957487,4.6725,18.3482041587902,22.4482041587902,113.548861058601,158.9,140.669565217391,27.6854472628524,34.5067002032071,82.7168268952346,4.0425,27.397465973535,97.351465973535,108.6532731569,223.2314,210.047239130435,25.9364462616652,30.2969126529071,129.401413043478
2018-07-20,"2018w29","Final",70.67,0.67692,104.39933817881,83.7356471547753,4.6725,18.3482041587902,22.4482041587902,113.548861058601,158.9,140.669565217391,29.8132139038258,34.6032764946013,81.0289122653713,4.0425,27.397465973535,97.351465973535,108.6532731569,223.2314,210.047239130435,27.6243608915286,30.3583289256793,129.401413043478
2018-07-27,"2018w30","Final",72.97,0.68054,107.22367531666,85.7073042833537,4.6725,18.7208749662436,22.8208749662436,116.033333108291,161.757142857143,143.526708074534,30.3260288249369,34.6998527859956,83.5874808178663,4.0425,27.6224100729139,97.5764100729139,110.152900486092,224.955971428571,211.771810559006,26.565419668226,30.4197451984515,131.885885093168
2018-08-03,"2018w31","Final",72.4,0.679,106.627393225331,85.9023459548452,4.6725,19.0003780718336,23.1003780718336,117.896687145558,163.9,145.669565217391,31.9943411907125,34.8312404640479,83.4929879831598,4.0425,27.791118147448,97.745118147448,111.277620982987,226.2494,213.065239130435,27.7846329998269,30.4351523428938,133.749239130435
2018-08-10,"2018w32","Final",72.04,0.66982,107.551282434087,87.5374629365563,4.6725,19.2239805563057,23.3239805563057,119.387370375371,165.614285714286,147.383850931677,31.849907438815,34.9626281421003,84.9870214192383,4.0425,28.0160622468269,97.9700622468269,112.777248312179,227.973971428571,214.789810559006,27.7902268929411,30.4505594873361,135.239922360248
2018-08-17,"2018w33","Final",70.31,0.65828,106.808652852889,88.3281974742359,5.34,19.6525519848771,23.7525519848771,121.577013232514,168.9,150.669565217391,33.2488157582783,35.0940158201526,86.6105906645293,4.62,28.4472051039698,98.4012051039698,115.074034026465,231.2794,218.095239130435,28.4634433619357,30.4659666317784,137.429565217391
2018-08-24,"2018w34","Final",72.44,0.66572,108.814516613591,88.6260844050143,5.34,19.6525519848771,23.7525519848771,121.577013232514,168.9,150.669565217391,32.9509288274999,35.225403498205,85.714200558066,4.62,28.4472051039698,98.4012051039698,115.074034026465,231.2794,218.095239130435,29.359833468399,30.4813737762208,137.429565217391
2018-08-31,"2018w35","Final",75.44,0.66816,112.907088122605,91.2120028126206,5.34,20.2115581960573,24.3115581960572,125.303721307048,173.185714285714,154.955279503106,34.0917184944277,35.3567911762573,87.6543396346284,4.62,28.8408572778828,98.7948572778828,117.698381852552,234.2974,221.113239130435,30.0440422179236,30.4967809206631,141.156273291925
2018-09-07,"2018w36","Final",75.42,0.65854,114.526072827771,93.9574264930578,5.34,20.50969484202,24.60969484202,127.2912989468,175.471428571429,157.24099378882,33.333872453742,35.4881788543097,90.0554327994178,4.62,29.0658013772617,99.0198013772617,119.198009181745,236.021971428571,222.837810559006,29.1425763823268,30.5121880651054,143.143850931677
2018-09-14,"2018w37","Final",76.45,0.65374,116.942515373084,94.3814501193727,5.34,20.8450985687281,24.9450985687281,129.52732379152,178.042857142857,159.812422360248,35.1458736721476,35.6195665323621,91.2871579810864,4.62,29.5156895760195,99.4696895760195,122.19726384013,239.471114285714,226.286953416149,30.9101058590433,30.5275952095478,145.379875776398
2018-09-21,"2018w38","Final",76.76,0.66056,116.20443260264,93.5933347877534,5.34,20.9568998109641,25.0568998109641,130.272665406427,178.9,160.669565217391,36.6793306186738,35.7509542104144,91.1329115307304,4.62,29.6281616257089,99.5821616257089,122.947077504726,240.3334,227.149239130435,31.8141659739955,30.5430023539901,146.125217391304
2018-09-28,"2018w39","Final",79.9,0.66514,120.125086447966,96.1100085552041,5.34,21.2177693761815,25.3177693761815,132.01179584121,180.9,162.669565217391,35.9017872860057,35.9111979949983,92.2872068849609,4.62,29.8905964083176,99.8445964083176,124.696642722117,242.3454,229.161239130435,32.4094358371564,30.5524740106113,147.864347826087
2018-10-05,"2018w40","Final",83.21,0.65568,126.906417764763,101.092408113097,5.34,22.232770726438,26.332770726438,138.778471509587,182.614285714286,170.451242236025,37.6860633964896,36.0714417795822,95.6506200578654,4.62,31.3567692411558,104.810769241156,130.971128274372,248.093971428571,240.401897515528,35.3205082165068,30.5619456672325,149.355031055901
2018-10-12,"2018w41","Final",81.24,0.64726,125.513703921144,100.95834413561,5.34,22.5309073724008,26.6309073724008,140.766049149338,184.9,172.736956521739,39.8077050137284,36.2316855641661,94.9484831919579,4.62,31.6566947069943,105.110694706994,132.970631379962,250.3934,242.701326086957,38.0221481880043,30.5714173238536,151.342608695652
2018-10-19,"2018w42","Final",78.7,0.65522,120.112328683496,97.6783300727285,5.34,22.0278017823386,26.1278017823386,137.412011882258,181.042857142857,168.879813664596,39.7336818095291,36.3919293487501,88.9600990975279,4.62,31.1505704833918,104.604570483392,129.596469889279,246.513114285714,238.821040372671,40.636370791751,30.5808889804748,147.988571428571
2018-10-26,"2018w43","Final",76.45,0.65345,116.994414262759,96.966876777486,5.34,21.7669322171213,25.8669322171213,135.672881447475,179.042857142857,166.879813664596,38.7060046699891,36.552173133334,84.9774076452827,4.62,30.6444462597894,104.098446259789,126.222308398596,242.632828571429,234.940754658385,41.2449007533131,30.590360637096,146.249440993789
2018-11-02,"2018w44","Final",73.8,0.65618,112.469139565363,94.3959418260412,5.34,21.6178638941399,25.7178638941399,134.679092627599,177.9,165.736956521739,40.283150801558,36.7124169179179,82.1724413555217,4.62,29.8383965703484,103.292396570348,120.848643802322,236.453114285714,228.761040372671,38.6762024468007,30.5998322937171,145.255652173913
2018-11-09,"2018w45","Final",70.46,0.67218,104.823112856675,88.0896187987718,5.34,20.6116527140157,24.7116527140157,127.971018093438,170.185714285714,158.022670807453,39.8813992946659,36.8726607025018,74.8983471430655,4.62,28.5449679989198,101.99896799892,112.225786659465,226.536828571429,218.844754658385,37.3274395163998,30.6093039503383,138.547577639752
2018-11-16,"2018w46","Final",66.59,0.67722,98.3284604707481,84.7628691954091,5.34,19.7545098568728,23.8545098568728,122.256732379152,163.614285714286,151.451242236025,37.493863183743,37.0329044870857,70.8496737191064,4.62,27.4577381852552,100.911738185255,104.977587901701,218.2014,210.509326086957,34.1279141825949,30.6187756069595,132.833291925466
2018-11-23,"2018w47","Final",62.08,0.68276,90.9250688382448,78.8545029292859,5.34,19.4191061301647,23.5191061301647,120.020707534432,161.042857142857,148.879813664596,41.1662046051456,37.1460817515645,68.2028917622724,4.62,27.0828313529571,100.536831352957,102.478209019714,215.327114285714,207.635040372671,34.2753172574413,30.5984106334585,130.597267080745
2018-11-30,"2018w48","Final",59.07,0.68066,86.783416096142,73.3915818451729,5.34,18.8228328382393,22.9228328382393,116.045552254928,156.471428571429,144.308385093168,42.6539704097555,37.2592590160433,62.2980741599927,4.62,26.48298042128,99.9369804212801,98.4792028085336,210.728257142857,203.036183229814,36.1811286485409,30.5780456599575,126.622111801242
2018-12-07,"2018w49","Final",60.18,0.69054,87.1491875923191,72.0356837812619,5.34,18.3197272481772,22.4197272481772,112.691514987848,152.614285714286,140.451242236025,40.6558312065858,37.3724362805221,62.6840055270577,4.62,26.1455642722117,99.5995642722117,96.2297618147448,208.1414,200.449326086957,33.545756287687,30.5576806864566,123.268074534162
